word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
cape,"['K', 'EY', 'P']",['cape'],['cape'],0.0,2e-05,"[24, 9, 29, 0, 0, 0, 0, 0]"
aim,"['EY', 'M']",['aim'],['aim'],0.0,3.24e-05,"[9, 26, 0, 0, 0, 0, 0, 0]"
trio,"['T', 'R', 'IY', 'OW']",['trio'],['trio'],0.0,8.71e-06,"[33, 30, 11, 12, 0, 0, 0, 0]"
proceeding,"['P', 'R', 'AH', 'S', 'IY', 'D', 'IH', 'NG']","['pro', 'ceed', 'ing']","['pro', 'ceed', 'ing']",0.0,4.57e-06,"[29, 30, 3, 31, 11, 18, 10, 28]"
cube,"['K', 'Y', 'UW', 'B']",['cube'],['cube'],0.0,6.61e-06,"[24, 37, 15, 16, 0, 0, 0, 0]"
vendor,"['V', 'EH', 'N', 'D', 'ER']",['vendor'],['vendor'],0.0,6.17e-06,"[35, 7, 27, 18, 8, 0, 0, 0]"
rows,"['R', 'OW', 'Z']",['rows'],['rows'],0.0,7.24e-06,"[30, 12, 38, 0, 0, 0, 0, 0]"
exams,"['IH', 'G', 'Z', 'AE', 'M', 'Z']","['ex', 'ams']","['ex', 'ams']",0.0,1e-05,"[10, 21, 38, 2, 26, 38, 0, 0]"
rewards,"['R', 'IH', 'W', 'AO', 'R', 'D', 'Z']","['re', 'wards']","['re', 'wards']",0.0,1.26e-05,"[30, 10, 36, 4, 30, 18, 38, 0]"
contain,"['K', 'AH', 'N', 'T', 'EY', 'N']","['con', 'tain']","['con', 'tain']",0.0,3.16e-05,"[24, 3, 27, 33, 9, 27, 0, 0]"
rise,"['R', 'AY', 'Z']",['rise'],['rise'],0.0,6.46e-05,"[30, 6, 38, 0, 0, 0, 0, 0]"
bookings,"['B', 'UH', 'K', 'IH', 'NG', 'Z']","['book', 'ings']","['book', 'ings']",0.0,2.14e-06,"[16, 14, 24, 10, 28, 38, 0, 0]"
eat,"['IY', 'T']",['eat'],['eat'],0.0,0.000135,"[11, 33, 0, 0, 0, 0, 0, 0]"
belize,"['B', 'EH', 'L', 'IY', 'Z']","['bel', 'ize']","['bel', 'ize']",0.0,1.74e-06,"[16, 7, 25, 11, 38, 0, 0, 0]"
fate,"['F', 'EY', 'T']",['fate'],['fate'],0.0,2.29e-05,"[20, 9, 33, 0, 0, 0, 0, 0]"
pieces,"['P', 'IY', 'S', 'AH', 'Z']",['pieces'],['pieces'],0.0,5.25e-05,"[29, 11, 31, 3, 38, 0, 0, 0]"
dinner,"['D', 'IH', 'N', 'ER']","['din', 'ner']","['din', 'ner']",0.0,6.03e-05,"[18, 10, 27, 8, 0, 0, 0, 0]"
tennis,"['T', 'EH', 'N', 'AH', 'S']","['ten', 'nis']","['ten', 'nis']",0.0,2.24e-05,"[33, 7, 27, 3, 31, 0, 0, 0]"
bass,"['B', 'AE', 'S']",['bass'],['bass'],0.0,1.91e-05,"[16, 2, 31, 0, 0, 0, 0, 0]"
wear,"['W', 'EH', 'R']",['wear'],['wear'],0.0,8.32e-05,"[36, 7, 30, 0, 0, 0, 0, 0]"
minor,"['M', 'AY', 'N', 'ER']",['minor'],['minor'],0.0,4.17e-05,"[26, 6, 27, 8, 0, 0, 0, 0]"
sleep,"['S', 'L', 'IY', 'P']",['sleep'],['sleep'],0.0,0.000112,"[31, 25, 11, 29, 0, 0, 0, 0]"
minolta,"['M', 'IH', 'N', 'AA', 'L', 'T', 'AH']","['min', 'olta']","['min', 'olta']",0.0,2.14e-07,"[26, 10, 27, 1, 25, 33, 3, 0]"
hart,"['HH', 'AA', 'R', 'T']",['hart'],['hart'],0.0,1.1e-05,"[22, 1, 30, 33, 0, 0, 0, 0]"
bernard,"['B', 'ER', 'N', 'AA', 'R', 'D']","['bern', 'ard']","['bern', 'ard']",0.0,1.05e-05,"[16, 8, 27, 1, 30, 18, 0, 0]"
midlands,"['M', 'IH', 'D', 'L', 'AE', 'N', 'D', 'Z']","['mid', 'lands']","['mid', 'lands']",0.0,4.9e-06,"[26, 10, 18, 25, 2, 27, 18, 38]"
ronald,"['R', 'AA', 'N', 'AH', 'L', 'D']","['ron', 'ald']","['ron', 'ald']",0.0,8.13e-06,"[30, 1, 27, 3, 25, 18, 0, 0]"
queue,"['K', 'Y', 'UW']",['queue'],['queue'],0.0,6.03e-06,"[24, 37, 15, 0, 0, 0, 0, 0]"
grow,"['G', 'R', 'OW']",['grow'],['grow'],0.0,7.94e-05,"[21, 30, 12, 0, 0, 0, 0, 0]"
amazing,"['AH', 'M', 'EY', 'Z', 'IH', 'NG']","['amaz', 'ing']","['amaz', 'ing']",0.0,0.000126,"[3, 26, 9, 38, 10, 28, 0, 0]"
clock,"['K', 'L', 'AA', 'K']",['clock'],['clock'],0.0,2.69e-05,"[24, 25, 1, 24, 0, 0, 0, 0]"
printers,"['P', 'R', 'IH', 'N', 'T', 'ER', 'Z']","['print', 'ers']","['print', 'ers']",0.0,4.17e-06,"[29, 30, 10, 27, 33, 8, 38, 0]"
cleaning,"['K', 'L', 'IY', 'N', 'IH', 'NG']","['clean', 'ing']","['clean', 'ing']",0.0,2.45e-05,"[24, 25, 11, 27, 10, 28, 0, 0]"
dan,"['D', 'AE', 'N']",['dan'],['dan'],0.0,3.24e-05,"[18, 2, 27, 0, 0, 0, 0, 0]"
chester,"['CH', 'EH', 'S', 'T', 'ER']",['chester'],['chester'],0.0,6.46e-06,"[17, 7, 31, 33, 8, 0, 0, 0]"
posting,"['P', 'OW', 'S', 'T', 'IH', 'NG']","['post', 'ing']","['post', 'ing']",0.0,2.45e-05,"[29, 12, 31, 33, 10, 28, 0, 0]"
presence,"['P', 'R', 'EH', 'Z', 'AH', 'N', 'S']","['pres', 'ence']","['pres', 'ence']",0.0,5.37e-05,"[29, 30, 7, 38, 3, 27, 31, 0]"
healthcare,"['HH', 'EH', 'L', 'TH', 'K', 'EH', 'R']","['health', 'care']","['health', 'care']",0.0,2.95e-05,"[22, 7, 25, 34, 24, 7, 30, 0]"
dot,"['D', 'AA', 'T']",['dot'],['dot'],0.0,1.12e-05,"[18, 1, 33, 0, 0, 0, 0, 0]"
slow,"['S', 'L', 'OW']",['slow'],['slow'],0.0,7.08e-05,"[31, 25, 12, 0, 0, 0, 0, 0]"
hip,"['HH', 'IH', 'P']",['hip'],['hip'],0.0,2.88e-05,"[22, 10, 29, 0, 0, 0, 0, 0]"
dis,"['D', 'IH', 'S']",['dis'],['dis'],0.0,5.37e-06,"[18, 10, 31, 0, 0, 0, 0, 0]"
adding,"['AE', 'D', 'IH', 'NG']",['adding'],['adding'],0.0,4.68e-05,"[2, 18, 10, 28, 0, 0, 0, 0]"
eric,"['EH', 'R', 'IH', 'K']",['eric'],['eric'],0.0,3.09e-05,"[7, 30, 10, 24, 0, 0, 0, 0]"
spot,"['S', 'P', 'AA', 'T']",['spot'],['spot'],0.0,7.76e-05,"[31, 29, 1, 33, 0, 0, 0, 0]"
prints,"['P', 'R', 'IH', 'N', 'T', 'S']",['prints'],['prints'],0.0,1.2e-05,"[29, 30, 10, 27, 33, 31, 0, 0]"
minimize,"['M', 'IH', 'N', 'AH', 'M', 'AY', 'Z']","['min', 'im', 'ize']","['min', 'im', 'ize']",0.0,6.31e-06,"[26, 10, 27, 3, 26, 6, 38, 0]"
darwin,"['D', 'AA', 'R', 'W', 'IH', 'N']","['dar', 'win']","['dar', 'win']",0.0,5.75e-06,"[18, 1, 30, 36, 10, 27, 0, 0]"
debut,"['D', 'EY', 'B', 'Y', 'UW']","['de', 'but']","['de', 'but']",0.0,3.31e-05,"[18, 9, 16, 37, 15, 0, 0, 0]"
taxi,"['T', 'AE', 'K', 'S', 'IY']",['taxi'],['taxi'],0.0,1.55e-05,"[33, 2, 24, 31, 11, 0, 0, 0]"
nat,"['N', 'AE', 'T']",['nat'],['nat'],0.0,5.62e-06,"[27, 2, 33, 0, 0, 0, 0, 0]"
luxury,"['L', 'AH', 'G', 'ZH', 'ER', 'IY']","['lux', 'ury']","['lux', 'ury']",0.0,2.24e-05,"[25, 3, 21, 39, 8, 11, 0, 0]"
bird,"['B', 'ER', 'D']",['bird'],['bird'],0.0,4.27e-05,"[16, 8, 18, 0, 0, 0, 0, 0]"
breakdown,"['B', 'R', 'EY', 'K', 'D', 'AW', 'N']","['break', 'down']","['break', 'down']",0.0,1.26e-05,"[16, 30, 9, 24, 18, 5, 27, 0]"
hey,"['HH', 'EY']",['hey'],['hey'],0.0,0.000132,"[22, 9, 0, 0, 0, 0, 0, 0]"
buildings,"['B', 'IH', 'L', 'D', 'IH', 'NG', 'Z']","['build', 'ings']","['build', 'ings']",0.0,4.9e-05,"[16, 10, 25, 18, 10, 28, 38, 0]"
indeed,"['IH', 'N', 'D', 'IY', 'D']","['in', 'deed']","['in', 'deed']",0.0,6.17e-05,"[10, 27, 18, 11, 18, 0, 0, 0]"
infrared,"['IH', 'N', 'F', 'R', 'ER', 'EH', 'D']","['in', 'frared']","['in', 'frared']",0.0,5.13e-06,"[10, 27, 20, 30, 8, 7, 18, 0]"
aggressive,"['AH', 'G', 'R', 'EH', 'S', 'IH', 'V']","['ag', 'gress', 'ive']","['ag', 'gress', 'ive']",0.0,2.09e-05,"[3, 21, 30, 7, 31, 10, 35, 0]"
tex,"['T', 'EH', 'K', 'S']",['tex'],['tex'],0.0,3.31e-06,"[33, 7, 24, 31, 0, 0, 0, 0]"
refer,"['R', 'AH', 'F', 'ER']",['refer'],['refer'],0.0,2.82e-05,"[30, 3, 20, 8, 0, 0, 0, 0]"
broken,"['B', 'R', 'OW', 'K', 'AH', 'N']",['broken'],['broken'],0.0,7.59e-05,"[16, 30, 12, 24, 3, 27, 0, 0]"
viewing,"['V', 'Y', 'UW', 'IH', 'NG']","['view', 'ing']","['view', 'ing']",0.0,1.2e-05,"[35, 37, 15, 10, 28, 0, 0, 0]"
maintained,"['M', 'EY', 'N', 'T', 'EY', 'N', 'D']","['main', 'tained']","['main', 'tained']",0.0,2.4e-05,"[26, 9, 27, 33, 9, 27, 18, 0]"
christ,"['K', 'R', 'AY', 'S', 'T']",['christ'],['christ'],0.0,6.17e-05,"[24, 30, 6, 31, 33, 0, 0, 0]"
mine,"['M', 'AY', 'N']",['mine'],['mine'],0.0,0.00011,"[26, 6, 27, 0, 0, 0, 0, 0]"
ski,"['S', 'K', 'IY']",['ski'],['ski'],0.0,1.35e-05,"[31, 24, 11, 0, 0, 0, 0, 0]"
soccer,"['S', 'AA', 'K', 'ER']","['soc', 'cer']","['soc', 'cer']",0.0,3.02e-05,"[31, 1, 24, 8, 0, 0, 0, 0]"
math,"['M', 'AE', 'TH']",['math'],['math'],0.0,2.82e-05,"[26, 2, 34, 0, 0, 0, 0, 0]"
comfort,"['K', 'AH', 'M', 'F', 'ER', 'T']","['com', 'fort']","['com', 'fort']",0.0,2.57e-05,"[24, 3, 26, 20, 8, 33, 0, 0]"
cia,"['S', 'IY', 'AY', 'EY']",['cia'],['cia'],0.0,1.62e-05,"[31, 11, 6, 9, 0, 0, 0, 0]"
chan,"['CH', 'AE', 'N']",['chan'],['chan'],0.0,1e-05,"[17, 2, 27, 0, 0, 0, 0, 0]"
portland,"['P', 'AO', 'R', 'T', 'L', 'AH', 'N', 'D']","['port', 'land']","['port', 'land']",0.0,1.51e-05,"[29, 4, 30, 33, 25, 3, 27, 18]"
gun,"['G', 'AH', 'N']",['gun'],['gun'],0.0,9.12e-05,"[21, 3, 27, 0, 0, 0, 0, 0]"
draft,"['D', 'R', 'AE', 'F', 'T']",['draft'],['draft'],0.0,4.07e-05,"[18, 30, 2, 20, 33, 0, 0, 0]"
chart,"['CH', 'AA', 'R', 'T']",['chart'],['chart'],0.0,2.95e-05,"[17, 1, 30, 33, 0, 0, 0, 0]"
readers,"['R', 'IY', 'D', 'ER', 'Z']","['read', 'ers']","['read', 'ers']",0.0,2.57e-05,"[30, 11, 18, 8, 38, 0, 0, 0]"
finances,"['F', 'IH', 'N', 'AE', 'N', 'S', 'IH', 'Z']","['fin', 'ances']","['fin', 'ances']",0.0,7.94e-06,"[20, 10, 27, 2, 27, 31, 10, 38]"
enjoying,"['EH', 'N', 'JH', 'OY', 'IH', 'NG']","['en', 'joy', 'ing']","['en', 'joy', 'ing']",0.0,2.63e-05,"[7, 27, 23, 13, 10, 28, 0, 0]"
weekend,"['W', 'IY', 'K', 'EH', 'N', 'D']","['week', 'end']","['week', 'end']",0.0,8.51e-05,"[36, 11, 24, 7, 27, 18, 0, 0]"
camp,"['K', 'AE', 'M', 'P']",['camp'],['camp'],0.0,6.17e-05,"[24, 2, 26, 29, 0, 0, 0, 0]"
des,"['D', 'EH']",['des'],['des'],0.0,1.78e-05,"[18, 7, 0, 0, 0, 0, 0, 0]"
farming,"['F', 'AA', 'R', 'M', 'IH', 'NG']","['farm', 'ing']","['farm', 'ing']",0.0,1.62e-05,"[20, 1, 30, 26, 10, 28, 0, 0]"
worried,"['W', 'ER', 'IY', 'D']","['wor', 'ried']","['wor', 'ried']",0.0,4.27e-05,"[36, 8, 11, 18, 0, 0, 0, 0]"
mas,"['M', 'AA', 'Z']",['mas'],['mas'],0.0,3.39e-06,"[26, 1, 38, 0, 0, 0, 0, 0]"
equal,"['IY', 'K', 'W', 'AH', 'L']",['equal'],['equal'],0.0,4.47e-05,"[11, 24, 36, 3, 25, 0, 0, 0]"
matching,"['M', 'AE', 'CH', 'IH', 'NG']","['match', 'ing']","['match', 'ing']",0.0,1.26e-05,"[26, 2, 17, 10, 28, 0, 0, 0]"
fill,"['F', 'IH', 'L']",['fill'],['fill'],0.0,4.37e-05,"[20, 10, 25, 0, 0, 0, 0, 0]"
printing,"['P', 'R', 'IH', 'N', 'T', 'IH', 'NG']","['print', 'ing']","['print', 'ing']",0.0,1.91e-05,"[29, 30, 10, 27, 33, 10, 28, 0]"
owned,"['OW', 'N', 'D']",['owned'],['owned'],0.0,5.75e-05,"[12, 27, 18, 0, 0, 0, 0, 0]"
guidance,"['G', 'AY', 'D', 'AH', 'N', 'S']","['guid', 'ance']","['guid', 'ance']",0.0,2.14e-05,"[21, 6, 18, 3, 27, 31, 0, 0]"
